pokemon_id,team_id,regulation,game_name,pokemon_name,type1,type2,ability,teratype,nature,bst,hp,atk,def,sp_atk,sp_def,spd
703,78,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ghost,Timid,570,55,55,55,135,135,135
704,78,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Grass,Timid,570,56,80,114,124,60,136
705,78,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
706,78,Regulation Set B,Ceruledge,Ceruledge,Fire,Ghost,Flash Fire,Steel,Adamant,525,75,125,80,60,100,85
707,78,Regulation Set B,Maushold,Maushold (Family of Three),Normal,,Friend Guard,Ghost,Bold,470,74,75,70,65,75,111
708,79,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
709,79,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
710,79,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
711,79,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Relaxed,464,114,85,70,85,80,30
712,79,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Water,Jolly,555,90,110,80,100,80,95
713,79,Regulation Set B,Garchomp,Garchomp,Dragon,Ground,Rough Skin,Ground,Jolly,600,108,130,95,80,85,102
714,80,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Fire,Adamant,570,154,140,108,50,68,50
715,80,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Grass,Adamant,550,100,135,120,60,85,50
716,80,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Calm,464,114,85,70,85,80,30
717,80,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ground,Timid,570,55,55,55,135,135,135
718,80,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
719,80,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
720,81,Regulation Set B,Sandy Shocks,Sandy Shocks,Electric,Ground,Protosynthesis,Ghost,Timid,570,85,81,97,121,85,101
721,81,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
722,81,Regulation Set B,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Dark,Relaxed,464,114,85,70,85,80,30
723,81,Regulation Set B,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Modest,600,92,105,90,125,90,98
724,81,Regulation Set B,Espathra,Espathra,Psychic,,Speed Boost,Fairy,Timid,481,95,60,60,101,60,105
725,81,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
726,82,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
727,82,Regulation Set B,Gothitelle,Gothitelle,Psychic,,Shadow Tag,Steel,Careful,490,70,55,95,95,110,65
728,82,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
729,82,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Dark,Jolly,555,90,110,80,100,80,95
730,82,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
731,82,Regulation Set B,Ceruledge,Ceruledge,Fire,Ghost,Flash Fire,Grass,Adamant,525,75,125,80,60,100,85
733,83,Regulation Set B,Hippowdon,Hippowdon,Ground,,Sand Stream,Grass,Adamant,525,108,112,118,68,72,47
734,83,Regulation Set B,Hydreigon,Hydreigon,Dark,Dragon,Levitate,Fire,Timid,600,92,105,90,125,90,98
735,83,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
736,83,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
737,83,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
738,84,Regulation Set B,Floatzel,Floatzel,Water,,Swift Swim,Water,Jolly,495,85,105,55,85,50,115
739,84,Regulation Set B,Pelipper,Pelipper,Water,Flying,Drizzle,Ground,Calm,440,60,50,100,95,70,65
740,84,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Fairy,Brave,550,100,135,120,60,85,50
741,84,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Steel,Adamant,570,115,131,131,53,53,87
742,84,Regulation Set B,Arcanine,Arcanine,Fire,,Intimidate,Normal,Jolly,555,90,110,80,100,80,95
743,84,Regulation Set B,Rotom-Mow,Rotom (Mow Rotom),Electric,Grass,Levitate,Electric,Timid,520,50,65,107,105,107,86
744,85,Regulation Set B,Dragapult,Dragapult,Dragon,Ghost,Clear Body,Steel,Jolly,600,88,120,75,100,75,142
745,85,Regulation Set B,Coalossal,Coalossal,Rock,Fire,Steam Engine,Rock,Adamant,510,110,80,120,80,90,30
746,85,Regulation Set B,Tauros-Paldea-Aqua,Tauros (Aqua Breed),Fighting,Water,Intimidate,Water,Jolly,490,75,110,105,30,70,100
747,85,Regulation Set B,Hydreigon (F),Hydreigon,Dark,Dragon,Levitate,Steel,Timid,600,92,105,90,125,90,98
748,85,Regulation Set B,Brute Bonnet,Brute Bonnet,Grass,Dark,Protosynthesis,Water,Adamant,570,111,127,99,79,99,55
749,85,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
750,86,Regulation Set B,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Relaxed,475,70,55,65,95,105,85
751,86,Regulation Set B,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
752,86,Regulation Set B,Hatterene,Hatterene,Psychic,Fairy,Magic Bounce,Grass,Quiet,510,57,90,95,136,103,29
753,86,Regulation Set B,Arboliva,Arboliva,Grass,Normal,Seed Sower,Water,Quiet,510,78,69,90,125,109,39
754,86,Regulation Set B,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Steel,Hardy,570,115,131,131,53,53,87
755,86,Regulation Set B,Oranguru,Oranguru,Normal,Psychic,Inner Focus,Dark,Sassy,490,90,60,80,90,110,60
756,87,Regulation Set B,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
757,87,Regulation Set B,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Water,Timid,570,56,80,114,124,60,136
758,87,Regulation Set B,Tauros-Paldea-Blaze,Tauros (Blaze Breed),Fighting,Fire,Intimidate,Grass,Adamant,490,75,110,105,30,70,100
759,87,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
760,87,Regulation Set B,Sylveon,Sylveon,Fairy,,Pixilate,Ground,Modest,525,95,65,65,110,130,60
761,87,Regulation Set B,Sandy Shocks,Sandy Shocks,Electric,Ground,Protosynthesis,Grass,Modest,570,85,81,97,121,85,101
762,88,Regulation Set B,Iron Moth,Iron Moth,Fire,Poison,Quark Drive,Grass,Timid,570,80,70,60,140,110,110
763,88,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Steel,Timid,570,55,55,55,135,135,135
764,88,Regulation Set B,Dondozo,Dondozo,Water,,Unaware,Dragon,Jolly,530,150,100,115,65,65,35
766,88,Regulation Set B,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
767,88,Regulation Set B,Kingambit,Kingambit,Dark,Steel,Defiant,Flying,Adamant,550,100,135,120,60,85,50
768,89,Regulation Set B,Spiritomb (M),Spiritomb,Ghost,Dark,Infiltrator,Steel,Sassy,485,50,92,108,92,108,35
769,89,Regulation Set B,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Fighting,Adamant,570,154,140,108,50,68,50
770,89,Regulation Set B,Scizor (M),Scizor,Bug,Steel,Technician,Fire,Adamant,500,70,130,100,55,80,65
771,89,Regulation Set B,Pelipper (F),Pelipper,Water,Flying,Drizzle,Flying,Modest,440,60,50,100,95,70,65
772,89,Regulation Set B,Farigiraf (F),Farigiraf,Normal,Psychic,Armor Tail,Poison,Quiet,520,120,90,70,110,70,60
773,89,Regulation Set B,Pincurchin (F),Pincurchin,Electric,,Electric Surge,Electric,Quiet,435,48,101,95,91,85,15
774,90,Regulation Set B,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
775,90,Regulation Set B,Sandy Shocks,Sandy Shocks,Electric,Ground,Protosynthesis,Electric,Timid,570,85,81,97,121,85,101
776,90,Regulation Set B,Brute Bonnet,Brute Bonnet,Grass,Dark,Protosynthesis,Fire,Adamant,570,111,127,99,79,99,55
777,90,Regulation Set B,Tauros-Paldea-Blaze,Tauros (Blaze Breed),Fighting,Fire,Intimidate,Grass,Jolly,490,75,110,105,30,70,100
778,90,Regulation Set B,Scizor (M),Scizor,Bug,Steel,Technician,Dragon,Adamant,500,70,130,100,55,80,65
779,90,Regulation Set B,Murkrow (M),Murkrow,Dark,Flying,Prankster,Ghost,Impish,405,60,85,42,85,42,91
780,1,Regulation Set C,Dondozo (M),Dondozo,Water,,Oblivious,Grass,Adamant,530,150,100,115,65,65,35
782,1,Regulation Set C,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
783,1,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
784,1,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
785,1,Regulation Set C,Glimmora (M),Glimmora,Rock,Poison,Toxic Debris,Grass,Bold,525,83,55,90,130,81,86
786,2,Regulation Set C,Dozo (Palafin-Hero),Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
787,2,Regulation Set C,Bundle (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
788,2,Regulation Set C,Dnite (Dragapult),Dragapult,Dragon,Ghost,Clear Body,Steel,Jolly,600,88,120,75,100,75,142
789,2,Regulation Set C,WoChien (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
790,2,Regulation Set C,ChiYu (Arcanine),Arcanine,Fire,,Intimidate,Flying,Jolly,555,90,110,80,100,80,95
791,2,Regulation Set C,Mimi (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
792,3,Regulation Set C,Gothitelle (F),Gothitelle,Psychic,,Shadow Tag,Water,Calm,490,70,55,95,95,110,65
793,3,Regulation Set C,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Fire,Adamant,570,154,140,108,50,68,50
794,3,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
795,3,Regulation Set C,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Jolly,570,80,120,80,90,65,135
796,3,Regulation Set C,Palafin,Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
797,3,Regulation Set C,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Sassy,464,114,85,70,85,80,30
810,12,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
811,12,Regulation Set C,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Steel,Jolly,570,115,131,131,53,53,87
812,12,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
813,12,Regulation Set C,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Jolly,600,91,134,95,100,100,80
814,12,Regulation Set C,Kingambit,Kingambit,Dark,Steel,Defiant,Fire,Adamant,550,100,135,120,60,85,50
815,12,Regulation Set C,Abomasnow,Abomasnow,Grass,Ice,Snow Warning,Water,Modest,494,90,92,75,92,85,60
816,13,Regulation Set C,Scream Tail,Scream Tail,Fairy,Psychic,Protosynthesis,Grass,Timid,570,115,65,99,65,115,111
817,13,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
818,13,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
819,13,Regulation Set C,Annihilape (F),Annihilape,Fighting,Ghost,Defiant,Fire,Adamant,535,110,115,80,50,90,90
820,13,Regulation Set C,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Modest,570,55,80,80,135,120,100
821,13,Regulation Set C,Amoonguss (F),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
822,15,Regulation Set C,b e e g (Dondozo),Dondozo,Water,,Oblivious,Steel,Adamant,530,150,100,115,65,65,35
823,15,Regulation Set C,d o d g e (Tatsugiri-Droopy),Tatsugiri (Droopy Form),Dragon,Water,Commander,Steel,Modest,475,68,50,60,120,95,82
824,15,Regulation Set C,h e l p (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Fairy,Bold,464,114,85,70,85,80,30
825,15,Regulation Set C,b o t h e r (Arcanine),Arcanine,Fire,,Intimidate,Water,Jolly,555,90,110,80,100,80,95
826,15,Regulation Set C,s t i c k (Baxcalibur),Baxcalibur,Dragon,Ice,Thermal Exchange,Poison,Adamant,600,115,145,92,75,86,87
827,15,Regulation Set C,s l a y (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
828,17,Regulation Set C,C. Falcon (Hawlucha) (M),Hawlucha,Fighting,Flying,Unburden,Steel,Adamant,500,78,92,75,74,63,118
829,17,Regulation Set C,Isabelle (Indeedee-F),Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Bold,475,70,55,65,95,105,85
830,17,Regulation Set C,Mega Man (Armarouge) (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
831,17,Regulation Set C,Corrin (Palafin) (F),Palafin (Hero Form),Water,,Zero to Hero,Water,Adamant,650,100,160,97,106,87,100
832,17,Regulation Set C,R.O.B. (Sandy Shocks),Sandy Shocks,Electric,Ground,Protosynthesis,Grass,Timid,570,85,81,97,121,85,101
833,17,Regulation Set C,Marth (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Jolly,570,80,120,80,90,65,135
834,18,Regulation Set C,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Flying,Jolly,570,80,120,80,90,65,135
835,18,Regulation Set C,Great Tusk,Great Tusk,Ground,Fighting,Protosynthesis,Fire,Adamant,570,115,131,131,53,53,87
836,18,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
837,18,Regulation Set C,Arcanine,Arcanine,Fire,,Intimidate,Flying,Jolly,555,90,110,80,100,80,95
838,18,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
839,18,Regulation Set C,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
840,19,Regulation Set C,JWNaldo (Ting-Lu),Ting-Lu,Dark,Ground,Vessel of Ruin,Water,Adamant,570,155,110,125,55,80,45
841,19,Regulation Set C,Kaiorf (Ceruledge),Ceruledge,Fire,Ghost,Flash Fire,Grass,Adamant,525,75,125,80,60,100,85
842,19,Regulation Set C,Sschneider (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
843,19,Regulation Set C,MysticChanse (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Steel,Bold,464,114,85,70,85,80,30
844,19,Regulation Set C,PachoBlues (Gyarados),Gyarados,Water,Flying,Intimidate,Steel,Careful,540,95,125,79,60,100,81
845,19,Regulation Set C,Nathzinhax (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
846,21,Regulation Set C,Orthworm,Orthworm,Steel,,Earth Eater,Fire,Impish,480,70,85,145,60,55,65
847,21,Regulation Set C,Ting-Lu,Ting-Lu,Dark,Ground,Vessel of Ruin,Water,Adamant,570,155,110,125,55,80,45
848,21,Regulation Set C,Dragonite,Dragonite,Dragon,Flying,Multiscale,Flying,Jolly,600,91,134,95,100,100,80
849,21,Regulation Set C,Arcanine (M),Arcanine,Fire,,Intimidate,Grass,Jolly,555,90,110,80,100,80,95
850,21,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
851,21,Regulation Set C,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
852,23,Regulation Set C,Glimmora (M),Glimmora,Rock,Poison,Toxic Debris,Grass,Bold,525,83,55,90,130,81,86
853,23,Regulation Set C,Dragonite (M),Dragonite,Dragon,Flying,Multiscale,Normal,Adamant,600,91,134,95,100,100,80
854,23,Regulation Set C,Dondozo (M),Dondozo,Water,,Oblivious,Grass,Adamant,530,150,100,115,65,65,35
856,23,Regulation Set C,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
857,23,Regulation Set C,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
858,25,Regulation Set C,Dondozo,Dondozo,Water,,Unaware,Water,Hasty,530,150,100,115,65,65,35
859,25,Regulation Set C,Tatsugiri-Droopy,Tatsugiri (Droopy Form),Dragon,Water,Commander,Steel,Timid,475,68,50,60,120,95,82
860,25,Regulation Set C,Pelipper,Pelipper,Water,Flying,Drizzle,Steel,Modest,440,60,50,100,95,70,65
861,25,Regulation Set C,Drednaw,Drednaw,Water,Rock,Swift Swim,Grass,Adamant,485,90,115,90,48,68,74
862,25,Regulation Set C,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
863,25,Regulation Set C,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ice,Jolly,570,80,120,80,90,65,135
894,1,Regulation Set D,Amoonguss (F),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
895,1,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Timid,570,55,55,55,135,135,135
896,1,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
897,1,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
898,1,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
899,1,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
900,2,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Brave,570,154,140,108,50,68,50
901,2,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
902,2,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
903,2,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
904,2,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Electric,Relaxed,580,120,70,110,75,120,85
905,2,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
906,3,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
907,3,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
908,3,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Grass,Timid,570,55,55,55,135,135,135
909,3,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
910,3,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
911,3,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
912,4,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Adamant,570,80,120,80,90,65,135
913,4,Regulation Set D,Dragapult,Dragapult,Dragon,Ghost,Clear Body,Ghost,Jolly,600,88,120,75,100,75,142
914,4,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
915,4,Regulation Set D,Farigiraf,Farigiraf,Normal,Psychic,Armor Tail,Fairy,Modest,520,120,90,70,110,70,60
916,4,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Poison,Adamant,530,100,125,90,60,70,85
917,4,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
918,5,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
919,5,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Water,Bold,580,120,70,110,75,120,85
920,5,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
921,5,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Flying,Jolly,600,91,134,95,100,100,80
922,5,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
924,6,Regulation Set D,Pit-A-Pat (Pelipper) (F),Pelipper,Water,Flying,Drizzle,Steel,Timid,440,60,50,100,95,70,65
925,6,Regulation Set D,The End (Urshifu-Rapid-Strike) (F),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Grass,Jolly,550,100,130,100,63,60,97
926,6,Regulation Set D,Impala (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
927,6,Regulation Set D,Mr. Rager (Amoonguss) (F),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
928,6,Regulation Set D,Check (Gholdengo),Gholdengo,Steel,Ghost,Good as Gold,Flying,Timid,550,87,60,95,133,91,84
929,6,Regulation Set D,FE!N-PAO (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
930,7,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
931,7,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
932,7,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Dark,Calm,580,120,70,110,75,120,85
933,7,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
935,7,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Flying,Jolly,600,91,134,95,100,100,80
937,8,Regulation Set D,Urshifu-Rapid-Strike (F),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
938,8,Regulation Set D,Rillaboom (F),Rillaboom,Grass,,Grassy Surge,Fairy,Adamant,530,100,125,90,60,70,85
939,8,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Water,Adamant,600,89,145,90,105,80,91
940,8,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Bold,550,87,60,95,133,91,84
941,8,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
942,9,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
943,9,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
944,9,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
945,9,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
946,9,Regulation Set D,Pelipper,Pelipper,Water,Flying,Drizzle,Ghost,Calm,440,60,50,100,95,70,65
947,9,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
948,10,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Fairy,Relaxed,580,120,70,110,75,120,85
949,10,Regulation Set D,Torkoal,Torkoal,Fire,,Drought,Grass,Quiet,470,70,85,140,85,70,20
950,10,Regulation Set D,ゴッドハンド (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Fairy,Brave,570,154,140,108,50,68,50
951,10,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Quiet,464,114,85,70,85,80,30
952,10,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
953,10,Regulation Set D,Pフシギバナ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
954,11,Regulation Set D,discode (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
956,11,Regulation Set D,ACTIVE PAIN (Chi-Yu),Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
957,11,Regulation Set D,nighteyes (Brambleghast),Brambleghast,Grass,Ghost,Wind Rider,Ghost,Adamant,480,55,115,70,80,70,90
958,11,Regulation Set D,golden sneer (Gholdengo),Gholdengo,Steel,Ghost,Good as Gold,Steel,Modest,550,87,60,95,133,91,84
959,11,Regulation Set D,prison STRIP (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
960,12,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Adamant,570,80,120,80,90,65,135
961,12,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
962,12,Regulation Set D,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
